# x y u_computed u_exact error
0.90909091 0.15151515 0.00637336 0.01062465 0.00425129
0.93939394 0.15151515 0.00448869 0.00731921 0.00283051
0.96969697 0.15151515 0.00236362 0.00377765 0.00141403
0.03030303 0.18181818 0.00267823 0.00437129 0.00169306
0.06060606 0.18181818 0.00507896 0.00846937 0.00339040
0.09090909 0.18181818 0.00719864 0.01229424 0.00509560
0.12121212 0.18181818 0.00903515 0.01584591 0.00681076
0.15151515 0.18181818 0.01058863 0.01912438 0.00853575
0.18181818 0.18181818 0.01186216 0.02212964 0.01026748
0.21212121 0.18181818 0.01286249 0.02486169 0.01199920
0.24242424 0.18181818 0.01360053 0.02732054 0.01372001
0.27272727 0.18181818 0.01409191 0.02950618 0.01541427
0.30303030 0.18181818 0.01435790 0.03141862 0.01706072
0.33333333 0.18181818 0.01442722 0.03305785 0.01863063
0.36363636 0.18181818 0.01434467 0.03442388 0.02007920
0.39393939 0.18181818 0.01422025 0.03551670 0.02129645
0.42424242 0.18181818 0.01430857 0.03633632 0.02202774
0.45454545 0.18181818 0.01396669 0.03688273 0.02291604
0.48484848 0.18181818 0.01358759 0.03715593 0.02356834
0.51515152 0.18181818 0.01358759 0.03715593 0.02356834
0.54545455 0.18181818 0.01396669 0.03688273 0.02291604
0.57575758 0.18181818 0.01430857 0.03633632 0.02202774
0.60606061 0.18181818 0.01422025 0.03551670 0.02129645
0.63636364 0.18181818 0.01434467 0.03442388 0.02007920
0.66666667 0.18181818 0.01442722 0.03305785 0.01863063
0.69696970 0.18181818 0.01435790 0.03141862 0.01706072
0.72727273 0.18181818 0.01409191 0.02950618 0.01541427
0.75757576 0.18181818 0.01360053 0.02732054 0.01372001
0.78787879 0.18181818 0.01286249 0.02486169 0.01199920
0.81818182 0.18181818 0.01186216 0.02212964 0.01026748
0.84848485 0.18181818 0.01058863 0.01912438 0.00853575
0.87878788 0.18181818 0.00903515 0.01584591 0.00681076
0.90909091 0.18181818 0.00719864 0.01229424 0.00509560
0.93939394 0.18181818 0.00507896 0.00846937 0.00339040
0.96969697 0.18181818 0.00267823 0.00437129 0.00169306
0.03030303 0.21212121 0.00294315 0.00491095 0.00196780
0.06060606 0.21212121 0.00557253 0.00951497 0.00394244
0.09090909 0.21212121 0.00788209 0.01381205 0.00592996
0.12121212 0.21212121 0.00986750 0.01780220 0.00793470
0.15151515 0.21212121 0.01152701 0.02148541 0.00995840
0.18181818 0.21212121 0.01286249 0.02486169 0.01199920
0.21212121 0.21212121 0.01388011 0.02793103 0.01405093
0.24242424 0.21212121 0.01459080 0.03069344 0.01610265
0.27272727 0.21212121 0.01501021 0.03314892 0.01813871
0.30303030 0.21212121 0.01515876 0.03529746 0.02013870
0.33333333 0.21212121 0.01505756 0.03713907 0.02208151
0.36363636 0.21212121 0.01470704 0.03867374 0.02396670
0.39393939 0.21212121 0.01418881 0.03990148 0.02571267
0.42424242 0.21212121 0.01500064 0.04082228 0.02582164
0.45454545 0.21212121 0.01404446 0.04143615 0.02739168
0.48484848 0.21212121 0.01300335 0.04174308 0.02873973
0.51515152 0.21212121 0.01300335 0.04174308 0.02873973
0.54545455 0.21212121 0.01404446 0.04143615 0.02739168
0.57575758 0.21212121 0.01500064 0.04082228 0.02582164
0.60606061 0.21212121 0.01418881 0.03990148 0.02571267
0.63636364 0.21212121 0.01470704 0.03867374 0.02396670
0.66666667 0.21212121 0.01505756 0.03713907 0.02208151
0.69696970 0.21212121 0.01515876 0.03529746 0.02013870
0.72727273 0.21212121 0.01501021 0.03314892 0.01813871
0.75757576 0.21212121 0.01459080 0.03069344 0.01610265
0.78787879 0.21212121 0.01388011 0.02793103 0.01405093
0.81818182 0.21212121 0.01286249 0.02486169 0.01199920
0.84848485 0.21212121 0.01152701 0.02148541 0.00995840
0.87878788 0.21212121 0.00986750 0.01780220 0.00793470
0.90909091 0.21212121 0.00788209 0.01381205 0.00592996
0.93939394 0.21212121 0.00557253 0.00951497 0.00394244
0.96969697 0.21212121 0.00294315 0.00491095 0.00196780
0.03030303 0.24242424 0.00316096 0.00539665 0.00223569
0.06060606 0.24242424 0.00597441 0.01045601 0.00448160
0.09090909 0.24242424 0.00843099 0.01517808 0.00674709
0.12121212 0.24242424 0.01052317 0.01956285 0.00903969
0.15151515 0.24242424 0.01224641 0.02361034 0.01136393
0.18181818 0.24242424 0.01360053 0.02732054 0.01372001
0.21212121 0.24242424 0.01459080 0.03069344 0.01610265
0.24242424 0.24242424 0.01522812 0.03372906 0.01850094
0.27272727 0.24242424 0.01552815 0.03642738 0.02089923
0.30303030 0.24242424 0.01551454 0.03878842 0.02327387
0.33333333 0.24242424 0.01522217 0.04081216 0.02558999
0.36363636 0.24242424 0.01450520 0.04249862 0.02799341
0.39393939 0.24242424 0.01208190 0.04384778 0.03176588
0.42424242 0.24242424 0.01670518 0.04485965 0.02815447
0.45454545 0.24242424 0.01344490 0.04553423 0.03208933
0.48484848 0.24242424 0.01061235 0.04587152 0.03525917
0.51515152 0.24242424 0.01061235 0.04587152 0.03525917
0.54545455 0.24242424 0.01344490 0.04553423 0.03208933
0.57575758 0.24242424 0.01670518 0.04485965 0.02815447
0.60606061 0.24242424 0.01208190 0.04384778 0.03176588
0.63636364 0.24242424 0.01450520 0.04249862 0.02799341
0.66666667 0.24242424 0.01522217 0.04081216 0.02558999
0.69696970 0.24242424 0.01551454 0.03878842 0.02327387
0.72727273 0.24242424 0.01552815 0.03642738 0.02089923
0.75757576 0.24242424 0.01522812 0.03372906 0.01850094
0.78787879 0.24242424 0.01459080 0.03069344 0.01610265
0.81818182 0.24242424 0.01360053 0.02732054 0.01372001
0.84848485 0.24242424 0.01224641 0.02361034 0.01136393
0.87878788 0.24242424 0.01052317 0.01956285 0.00903969
0.90909091 0.24242424 0.00843099 0.01517808 0.00674709
0.93939394 0.24242424 0.00597441 0.01045601 0.00448160
0.96969697 0.24242424 0.00316096 0.00539665 0.00223569
0.03030303 0.27272727 0.00333502 0.00582838 0.00249336
0.06060606 0.27272727 0.00629131 0.01129249 0.00500118
0.09090909 0.27272727 0.00885522 0.01639232 0.00753711
0.12121212 0.27272727 0.01101485 0.02112788 0.01011303
0.15151515 0.27272727 0.01276154 0.02549917 0.01273763
0.18181818 0.27272727 0.01409191 0.02950618 0.01541427
0.21212121 0.27272727 0.01501021 0.03314892 0.01813871
0.24242424 0.27272727 0.01552815 0.03642738 0.02089923
0.27272727 0.27272727 0.01565818 0.03934158 0.02368340
0.30303030 0.27272727 0.01542392 0.04189149 0.02646757
0.33333333 0.27272727 0.01506596 0.04407713 0.02901118
0.36363636 0.27272727 0.01524742 0.04589850 0.03065109
0.39393939 0.27272727 0.00215263 0.04735560 0.04520297
0.60606061 0.27272727 0.00215263 0.04735560 0.04520297
0.63636364 0.27272727 0.01524742 0.04589850 0.03065109
0.66666667 0.27272727 0.01506596 0.04407713 0.02901118
0.69696970 0.27272727 0.01542392 0.04189149 0.02646757
0.72727273 0.27272727 0.01565818 0.03934158 0.02368340
0.75757576 0.27272727 0.01552815 0.03642738 0.02089923
0.78787879 0.27272727 0.01501021 0.03314892 0.01813871
0.81818182 0.27272727 0.01409191 0.02950618 0.01541427
0.84848485 0.27272727 0.01276154 0.02549917 0.01273763
0.87878788 0.27272727 0.01101485 0.02112788 0.01011303
0.90909091 0.27272727 0.00885522 0.01639232 0.00753711
0.93939394 0.27272727 0.00629131 0.01129249 0.00500118
0.96969697 0.27272727 0.00333502 0.00582838 0.00249336
0.03030303 0.30303030 0.00346956 0.00620615 0.00273659
0.06060606 0.30303030 0.00653177 0.01202441 0.00549264
0.09090909 0.30303030 0.00916766 0.01745479 0.00828713
0.12121212 0.30303030 0.01135958 0.02249728 0.01113771
0.15151515 0.30303030 0.01309261 0.02715189 0.01405929
0.18181818 0.30303030 0.01435790 0.03141862 0.01706072
0.21212121 0.30303030 0.01515876 0.03529746 0.02013870
0.24242424 0.30303030 0.01551454 0.03878842 0.02327387
0.27272727 0.30303030 0.01542392 0.04189149 0.02646757
0.30303030 0.30303030 0.01470486 0.04460668 0.02990182
0.33333333 0.30303030 0.01359792 0.04693399 0.03333607
0.66666667 0.30303030 0.01359792 0.04693399 0.03333607
0.69696970 0.30303030 0.01470486 0.04460668 0.02990182
0.72727273 0.30303030 0.01542392 0.04189149 0.02646757
0.75757576 0.30303030 0.01551454 0.03878842 0.02327387
0.78787879 0.30303030 0.01515876 0.03529746 0.02013870
0.81818182 0.30303030 0.01435790 0.03141862 0.01706072
0.84848485 0.30303030 0.01309261 0.02715189 0.01405929
0.87878788 0.30303030 0.01135958 0.02249728 0.01113771
0.90909091 0.30303030 0.00916766 0.01745479 0.00828713
0.93939394 0.30303030 0.00653177 0.01202441 0.00549264
0.96969697 0.30303030 0.00346956 0.00620615 0.00273659
0.03030303 0.33333333 0.00356961 0.00652995 0.00296034
0.06060606 0.33333333 0.00670609 0.01265177 0.00594568
0.09090909 0.33333333 0.00938443 0.01836547 0.00898105
0.12121212 0.33333333 0.01157967 0.02367105 0.01209138
0.15151515 0.33333333 0.01326743 0.02856851 0.01530108
0.18181818 0.33333333 0.01442722 0.03305785 0.01863063
0.21212121 0.33333333 0.01505756 0.03713907 0.02208151
0.24242424 0.33333333 0.01522217 0.04081216 0.02558999
0.27272727 0.33333333 0.01506596 0.04407713 0.02901118
0.30303030 0.33333333 0.01359792 0.04693399 0.03333607
0.69696970 0.33333333 0.01359792 0.04693399 0.03333607
0.72727273 0.33333333 0.01506596 0.04407713 0.02901118
0.75757576 0.33333333 0.01522217 0.04081216 0.02558999
0.78787879 0.33333333 0.01505756 0.03713907 0.02208151
0.81818182 0.33333333 0.01442722 0.03305785 0.01863063
0.84848485 0.33333333 0.01326743 0.02856851 0.01530108
0.87878788 0.33333333 0.01157967 0.02367105 0.01209138
0.90909091 0.33333333 0.00938443 0.01836547 0.00898105
0.93939394 0.33333333 0.00670609 0.01265177 0.00594568
0.96969697 0.33333333 0.00356961 0.00652995 0.00296034
0.03030303 0.36363636 0.00364070 0.00679978 0.00315907
0.06060606 0.36363636 0.00682587 0.01317457 0.00634870
0.09090909 0.36363636 0.00952438 0.01912438 0.00959999
0.12121212 0.36363636 0.01170350 0.02464920 0.01294570
0.15151515 0.36363636 0.01332599 0.02974903 0.01642304
0.18181818 0.36363636 0.01434467 0.03442388 0.02007920
0.21212121 0.36363636 0.01470704 0.03867374 0.02396670
0.24242424 0.36363636 0.01450520 0.04249862 0.02799341
0.27272727 0.36363636 0.01524742 0.04589850 0.03065109
0.72727273 0.36363636 0.01524742 0.04589850 0.03065109
0.75757576 0.36363636 0.01450520 0.04249862 0.02799341
0.78787879 0.36363636 0.01470704 0.03867374 0.02396670
0.81818182 0.36363636 0.01434467 0.03442388 0.02007920
0.84848485 0.36363636 0.01332599 0.02974903 0.01642304
0.87878788 0.36363636 0.01170350 0.02464920 0.01294570
0.90909091 0.36363636 0.00952438 0.01912438 0.00959999
0.93939394 0.36363636 0.00682587 0.01317457 0.00634870
0.96969697 0.36363636 0.00364070 0.00679978 0.00315907
0.03030303 0.39393939 0.00368839 0.00701564 0.00332726
0.06060606 0.39393939 0.00690274 0.01359281 0.00669007
0.09090909 0.39393939 0.00960698 0.01973150 0.01012452
0.12121212 0.39393939 0.01176334 0.02543171 0.01366837
0.15151515 0.39393939 0.01332727 0.03069344 0.01736618
0.18181818 0.39393939 0.01422025 0.03551670 0.02129645
0.21212121 0.39393939 0.01418881 0.03990148 0.02571267
0.24242424 0.39393939 0.01208190 0.04384778 0.03176588
0.27272727 0.39393939 0.00215263 0.04735560 0.04520297
0.72727273 0.39393939 0.00215263 0.04735560 0.04520297
0.75757576 0.39393939 0.01208190 0.04384778 0.03176588
0.78787879 0.39393939 0.01418881 0.03990148 0.02571267
0.81818182 0.39393939 0.01422025 0.03551670 0.02129645
0.84848485 0.39393939 0.01332727 0.03069344 0.01736618
0.87878788 0.39393939 0.01176334 0.02543171 0.01366837
0.90909091 0.39393939 0.00960698 0.01973150 0.01012452
0.93939394 0.39393939 0.00690274 0.01359281 0.00669007
0.96969697 0.39393939 0.00368839 0.00701564 0.00332726
0.03030303 0.42424242 0.00371766 0.00717754 0.00345988
0.06060606 0.42424242 0.00694669 0.01390649 0.00695980
0.09090909 0.42424242 0.00964718 0.02018684 0.01053966
0.12121212 0.42424242 0.01178152 0.02601860 0.01423708
0.15151515 0.42424242 0.01332491 0.03140175 0.01807685
0.18181818 0.42424242 0.01430857 0.03633632 0.02202774
0.21212121 0.42424242 0.01500064 0.04082228 0.02582164
0.24242424 0.42424242 0.01670518 0.04485965 0.02815447
0.75757576 0.42424242 0.01670518 0.04485965 0.02815447
0.78787879 0.42424242 0.01500064 0.04082228 0.02582164
0.81818182 0.42424242 0.01430857 0.03633632 0.02202774
0.84848485 0.42424242 0.01332491 0.03140175 0.01807685
0.87878788 0.42424242 0.01178152 0.02601860 0.01423708
0.90909091 0.42424242 0.00964718 0.02018684 0.01053966
0.93939394 0.42424242 0.00694669 0.01390649 0.00695980
0.96969697 0.42424242 0.00371766 0.00717754 0.00345988
0.03030303 0.45454545 0.00373301 0.00728548 0.00355247
0.06060606 0.45454545 0.00696604 0.01411561 0.00714958
0.09090909 0.45454545 0.00965315 0.02049040 0.01083726
0.12121212 0.45454545 0.01174642 0.02640985 0.01466343
0.15151515 0.45454545 0.01319757 0.03187396 0.01867639
0.18181818 0.45454545 0.01396669 0.03688273 0.02291604
0.21212121 0.45454545 0.01404446 0.04143615 0.02739168
0.24242424 0.45454545 0.01344490 0.04553423 0.03208933
0.75757576 0.45454545 0.01344490 0.04553423 0.03208933
0.78787879 0.45454545 0.01404446 0.04143615 0.02739168
0.81818182 0.45454545 0.01396669 0.03688273 0.02291604
0.84848485 0.45454545 0.01319757 0.03187396 0.01867639
0.87878788 0.45454545 0.01174642 0.02640985 0.01466343
0.90909091 0.45454545 0.00965315 0.02049040 0.01083726
0.93939394 0.45454545 0.00696604 0.01411561 0.00714958
0.96969697 0.45454545 0.00373301 0.00728548 0.00355247
0.03030303 0.48484848 0.00373903 0.00733944 0.00360042
0.06060606 0.48484848 0.00697139 0.01422017 0.00724878
0.09090909 0.48484848 0.00964584 0.02064218 0.01099635
0.12121212 0.48484848 0.01170247 0.02660548 0.01490301
0.15151515 0.48484848 0.01306082 0.03211006 0.01904925
0.18181818 0.48484848 0.01358759 0.03715593 0.02356834
0.21212121 0.48484848 0.01300335 0.04174308 0.02873973
0.24242424 0.48484848 0.01061235 0.04587152 0.03525917
0.75757576 0.48484848 0.01061235 0.04587152 0.03525917
0.78787879 0.48484848 0.01300335 0.04174308 0.02873973
0.81818182 0.48484848 0.01358759 0.03715593 0.02356834
0.84848485 0.48484848 0.01306082 0.03211006 0.01904925
0.87878788 0.48484848 0.01170247 0.02660548 0.01490301
0.90909091 0.48484848 0.00964584 0.02064218 0.01099635
0.93939394 0.48484848 0.00697139 0.01422017 0.00724878
0.96969697 0.48484848 0.00373903 0.00733944 0.00360042
0.03030303 0.51515152 0.00373903 0.00733944 0.00360042
0.06060606 0.51515152 0.00697139 0.01422017 0.00724878
0.09090909 0.51515152 0.00964584 0.02064218 0.01099635
0.12121212 0.51515152 0.01170247 0.02660548 0.01490301
0.15151515 0.51515152 0.01306082 0.03211006 0.01904925
0.18181818 0.51515152 0.01358759 0.03715593 0.02356834
0.21212121 0.51515152 0.01300335 0.04174308 0.02873973
0.24242424 0.51515152 0.01061235 0.04587152 0.03525917
0.75757576 0.51515152 0.01061235 0.04587152 0.03525917
0.78787879 0.51515152 0.01300335 0.04174308 0.02873973
0.81818182 0.51515152 0.01358759 0.03715593 0.02356834
0.84848485 0.51515152 0.01306082 0.03211006 0.01904925
0.87878788 0.51515152 0.01170247 0.02660548 0.01490301
0.90909091 0.51515152 0.00964584 0.02064218 0.01099635
0.93939394 0.51515152 0.00697139 0.01422017 0.00724878
0.96969697 0.51515152 0.00373903 0.00733944 0.00360042
0.03030303 0.54545455 0.00373301 0.00728548 0.00355247
0.06060606 0.54545455 0.00696604 0.01411561 0.00714958
0.09090909 0.54545455 0.00965315 0.02049040 0.01083726
0.12121212 0.54545455 0.01174642 0.02640985 0.01466343
0.15151515 0.54545455 0.01319757 0.03187396 0.01867639
0.18181818 0.54545455 0.01396669 0.03688273 0.02291604
0.21212121 0.54545455 0.01404446 0.04143615 0.02739168
0.24242424 0.54545455 0.01344490 0.04553423 0.03208933
0.75757576 0.54545455 0.01344490 0.04553423 0.03208933
0.78787879 0.54545455 0.01404446 0.04143615 0.02739168
0.81818182 0.54545455 0.01396669 0.03688273 0.02291604
0.84848485 0.54545455 0.01319757 0.03187396 0.01867639
0.87878788 0.54545455 0.01174642 0.02640985 0.01466343
0.90909091 0.54545455 0.00965315 0.02049040 0.01083726
0.93939394 0.54545455 0.00696604 0.01411561 0.00714958
0.96969697 0.54545455 0.00373301 0.00728548 0.00355247
0.03030303 0.57575758 0.00371766 0.00717754 0.00345988
0.06060606 0.57575758 0.00694669 0.01390649 0.00695980
0.09090909 0.57575758 0.00964718 0.02018684 0.01053966
0.12121212 0.57575758 0.01178152 0.02601860 0.01423708
0.15151515 0.57575758 0.01332491 0.03140175 0.01807685
0.18181818 0.57575758 0.01430857 0.03633632 0.02202774
0.21212121 0.57575758 0.01500064 0.04082228 0.02582164
0.24242424 0.57575758 0.01670518 0.04485965 0.02815447
0.75757576 0.57575758 0.01670518 0.04485965 0.02815447
0.78787879 0.57575758 0.01500064 0.04082228 0.02582164
0.81818182 0.57575758 0.01430857 0.03633632 0.02202774
0.84848485 0.57575758 0.01332491 0.03140175 0.01807685
0.87878788 0.57575758 0.01178152 0.02601860 0.01423708
0.90909091 0.57575758 0.00964718 0.02018684 0.01053966
0.93939394 0.57575758 0.00694669 0.01390649 0.00695980
0.96969697 0.57575758 0.00371766 0.00717754 0.00345988
0.03030303 0.60606061 0.00368839 0.00701564 0.00332726
0.06060606 0.60606061 0.00690274 0.01359281 0.00669007
0.09090909 0.60606061 0.00960698 0.01973150 0.01012452
0.12121212 0.60606061 0.01176334 0.02543171 0.01366837
0.15151515 0.60606061 0.01332727 0.03069344 0.01736618
0.18181818 0.60606061 0.01422025 0.03551670 0.02129645
0.21212121 0.60606061 0.01418881 0.03990148 0.02571267
0.24242424 0.60606061 0.01208190 0.04384778 0.03176588
0.27272727 0.60606061 0.00215263 0.04735560 0.04520297
