# x y u_computed u_exact error
0.87804878 0.00000000 2.15907841 2.15867410 0.00040430
0.90243902 0.00000000 2.19247395 2.19205772 0.00041623
0.92682927 0.00000000 2.22534653 2.22491863 0.00042790
0.95121951 0.00000000 2.25763734 2.25719811 0.00043923
0.97560976 0.00000000 2.28928730 2.28883719 0.00045011
1.00000000 0.00000000 2.32023721 2.31977682 0.00046038
0.00000000 0.02439024 1.02469012 1.02469012 0.00000000
0.02439024 0.02439024 1.04999917 1.04998730 0.00001187
0.04878049 0.02439024 1.07591655 1.07589340 0.00002315
0.07317073 0.02439024 1.10244064 1.10240670 0.00003393
0.09756098 0.02439024 1.12956861 1.12952425 0.00004436
0.12195122 0.02439024 1.15729634 1.15724179 0.00005455
0.14634146 0.02439024 1.18561828 1.18555371 0.00006457
0.17073171 0.02439024 1.21452741 1.21445292 0.00007449
0.19512195 0.02439024 1.24401521 1.24393086 0.00008435
0.21951220 0.02439024 1.27407156 1.27397737 0.00009419
0.24390244 0.02439024 1.30468468 1.30458064 0.00010405
0.26829268 0.02439024 1.33584110 1.33572716 0.00011394
0.29268293 0.02439024 1.36752556 1.36740165 0.00012390
0.31707317 0.02439024 1.39972097 1.39958703 0.00013395
0.34146341 0.02439024 1.43240839 1.43226430 0.00014409
0.36585366 0.02439024 1.46556694 1.46541259 0.00015435
0.39024390 0.02439024 1.49917376 1.49900902 0.00016474
0.41463415 0.02439024 1.53320401 1.53302874 0.00017527
0.43902439 0.02439024 1.56763081 1.56744487 0.00018594
0.46341463 0.02439024 1.60242523 1.60222846 0.00019677
0.48780488 0.02439024 1.63755627 1.63734851 0.00020776
0.51219512 0.02439024 1.67299084 1.67277194 0.00021890
0.53658537 0.02439024 1.70869380 1.70846359 0.00023021
0.56097561 0.02439024 1.74462792 1.74438626 0.00024167
0.58536585 0.02439024 1.78075396 1.78050068 0.00025328
0.60975610 0.02439024 1.81703063 1.81676559 0.00026504
0.63414634 0.02439024 1.85341469 1.85313775 0.00027694
0.65853659 0.02439024 1.88986096 1.88957201 0.00028895
0.68292683 0.02439024 1.92632242 1.92602134 0.00030108
0.70731707 0.02439024 1.96275025 1.96243695 0.00031330
0.73170732 0.02439024 1.99909392 1.99876833 0.00032559
0.75609756 0.02439024 2.03530130 2.03496338 0.00033793
0.78048780 0.02439024 2.07131877 2.07096849 0.00035028
0.80487805 0.02439024 2.10709130 2.10672868 0.00036262
0.82926829 0.02439024 2.14256263 2.14218772 0.00037491
0.85365854 0.02439024 2.17767538 2.17728827 0.00038711
0.87804878 0.02439024 2.21237120 2.21197202 0.00039918
0.90243902 0.02439024 2.24659093 2.24617988 0.00041105
0.92682927 0.02439024 2.28027480 2.27985213 0.00042267
0.95121951 0.02439024 2.31336256 2.31292860 0.00043397
0.97560976 0.02439024 2.34579369 2.34534885 0.00044485
1.00000000 0.02439024 2.37750759 2.37705239 0.00045520
0.00000000 0.04878049 1.04998984 1.04998984 0.00000000
0.02439024 0.04878049 1.07592252 1.07591161 0.00001091
0.04878049 0.04878049 1.10247894 1.10245734 0.00002160
0.07317073 0.04878049 1.12965728 1.12962525 0.00003202
0.09756098 0.04878049 1.15745454 1.15741234 0.00004220
0.12195122 0.04878049 1.18586643 1.18581423 0.00005220
0.14634146 0.04878049 1.21488724 1.21482517 0.00006207
0.17073171 0.04878049 1.24450976 1.24443791 0.00007185
0.19512195 0.04878049 1.27472526 1.27464367 0.00008159
0.21951220 0.04878049 1.30552334 1.30543202 0.00009132
0.24390244 0.04878049 1.33689196 1.33679089 0.00010107
0.26829268 0.04878049 1.36881728 1.36870642 0.00011086
0.29268293 0.04878049 1.40128369 1.40116296 0.00012072
0.31707317 0.04878049 1.43427367 1.43414300 0.00013067
0.34146341 0.04878049 1.46776780 1.46762708 0.00014072
0.36585366 0.04878049 1.50174468 1.50159380 0.00015089
0.39024390 0.04878049 1.53618091 1.53601973 0.00016118
0.41463415 0.04878049 1.57105102 1.57087940 0.00017162
0.43902439 0.04878049 1.60632747 1.60614527 0.00018220
0.46341463 0.04878049 1.64198061 1.64178767 0.00019294
0.48780488 0.04878049 1.67797868 1.67777484 0.00020384
0.51219512 0.04878049 1.71428777 1.71407288 0.00021490
0.53658537 0.04878049 1.75087188 1.75064576 0.00022612
0.56097561 0.04878049 1.78769286 1.78745536 0.00023749
0.58536585 0.04878049 1.82471048 1.82446145 0.00024903
0.60975610 0.04878049 1.86188246 1.86162175 0.00026071
0.63414634 0.04878049 1.89916447 1.89889195 0.00027253
0.65853659 0.04878049 1.93651024 1.93622577 0.00028447
0.68292683 0.04878049 1.97387157 1.97357504 0.00029653
0.70731707 0.04878049 2.01119843 2.01088975 0.00030868
0.73170732 0.04878049 2.04843906 2.04811816 0.00032091
0.75609756 0.04878049 2.08554005 2.08520686 0.00033318
0.78048780 0.04878049 2.12244643 2.12210095 0.00034548
0.80487805 0.04878049 2.15910183 2.15874406 0.00035777
0.82926829 0.04878049 2.19544861 2.19507859 0.00037002
0.85365854 0.04878049 2.23142796 2.23104577 0.00038219
0.87804878 0.04878049 2.26698010 2.26658587 0.00039422
0.90243902 0.04878049 2.30204442 2.30163833 0.00040609
0.92682927 0.04878049 2.33655967 2.33614195 0.00041772
0.95121951 0.04878049 2.37046413 2.37003508 0.00042905
0.97560976 0.04878049 2.40369581 2.40325579 0.00044002
1.00000000 0.04878049 2.43619265 2.43574210 0.00045055
0.00000000 0.07317073 1.07591421 1.07591421 0.00000000
0.02439024 0.07317073 1.10248624 1.10247600 0.00001024
0.04878049 0.07317073 1.12969754 1.12967714 0.00002040
0.07317073 0.07317073 1.15754626 1.15751584 0.00003043
0.09756098 0.07317073 1.18602929 1.18598899 0.00004031
0.12195122 0.07317073 1.21514219 1.21509213 0.00005007
0.14634146 0.07317073 1.24487909 1.24481935 0.00005974
0.17073171 0.07317073 1.27523259 1.27516323 0.00006936
0.19512195 0.07317073 1.30619371 1.30611477 0.00007894
0.21951220 0.07317073 1.33775183 1.33766329 0.00008854
0.24390244 0.07317073 1.36989457 1.36979641 0.00009816
0.26829268 0.07317073 1.40260777 1.40249994 0.00010783
0.29268293 0.07317073 1.43587542 1.43575784 0.00011758
0.31707317 0.07317073 1.46967957 1.46955216 0.00012741
0.34146341 0.07317073 1.50400032 1.50386296 0.00013735
0.36585366 0.07317073 1.53881574 1.53866833 0.00014742
0.39024390 0.07317073 1.57410185 1.57394424 0.00015761
0.41463415 0.07317073 1.60983255 1.60966460 0.00016795
0.43902439 0.07317073 1.64597962 1.64580119 0.00017844
0.46341463 0.07317073 1.68251269 1.68232360 0.00018908
0.48780488 0.07317073 1.71939919 1.71919930 0.00019989
0.51219512 0.07317073 1.75660440 1.75639354 0.00021086
0.53658537 0.07317073 1.79409140 1.79386941 0.00022199
0.56097561 0.07317073 1.83182113 1.83158785 0.00023329
0.58536585 0.07317073 1.86975236 1.86950762 0.00024474
0.60975610 0.07317073 1.90784176 1.90758541 0.00025634
0.63414634 0.07317073 1.94604391 1.94577581 0.00026809
0.65853659 0.07317073 1.98431138 1.98403141 0.00027997
0.68292683 0.07317073 2.02259481 2.02230284 0.00029197
0.70731707 0.07317073 2.06084292 2.06053886 0.00030406
0.73170732 0.07317073 2.09900267 2.09868644 0.00031624
0.75609756 0.07317073 2.13701934 2.13669087 0.00032847
0.78048780 0.07317073 2.17483660 2.17449587 0.00034073
0.80487805 0.07317073 2.21239670 2.21204371 0.00035299
0.82926829 0.07317073 2.24964057 2.24927534 0.00036522
0.85365854 0.07317073 2.28650795 2.28613056 0.00037739
0.87804878 0.07317073 2.32293758 2.32254815 0.00038944
0.90243902 0.07317073 2.35886739 2.35846606 0.00040133
0.92682927 0.07317073 2.39423459 2.39382158 0.00041302
0.95121951 0.07317073 2.42897597 2.42855153 0.00042444
0.97560976 0.07317073 2.46302801 2.46259246 0.00043555
1.00000000 0.07317073 2.49632715 2.49588086 0.00044629
0.00000000 0.09756098 1.10247866 1.10247866 0.00000000
0.02439024 0.09756098 1.12970597 1.12969626 0.00000971
0.04878049 0.09756098 1.15758841 1.15756900 0.00001941
0.07317073 0.09756098 1.18612409 1.18609504 0.00002905
0.09756098 0.09756098 1.21530981 1.21527120 0.00003862
0.12195122 0.09756098 1.24514101 1.24509289 0.00004812
0.14634146 0.09756098 1.27561165 1.27555409 0.00005757
0.17073171 0.09756098 1.30671415 1.30664716 0.00006699
0.19512195 0.09756098 1.33843930 1.33836290 0.00007640
0.21951220 0.09756098 1.37077620 1.37069036 0.00008584
0.24390244 0.09756098 1.40371216 1.40361685 0.00009531
0.26829268 0.09756098 1.43723268 1.43712783 0.00010485
0.29268293 0.09756098 1.47132133 1.47120687 0.00011446
0.31707317 0.09756098 1.50595975 1.50583557 0.00012417
0.34146341 0.09756098 1.54112751 1.54099352 0.00013400
0.36585366 0.09756098 1.57680217 1.57665823 0.00014394
0.39024390 0.09756098 1.61295914 1.61280511 0.00015403
0.41463415 0.09756098 1.64957167 1.64940741 0.00016426
0.43902439 0.09756098 1.68661086 1.68643621 0.00017464
0.46341463 0.09756098 1.72404557 1.72386037 0.00018519
0.48780488 0.09756098 1.76184244 1.76164654 0.00019590
0.51219512 0.09756098 1.79996589 1.79975911 0.00020678
0.53658537 0.09756098 1.83837809 1.83816026 0.00021783
0.56097561 0.09756098 1.87703901 1.87680997 0.00022904
0.58536585 0.09756098 1.91590641 1.91566599 0.00024042
0.60975610 0.09756098 1.95493588 1.95468392 0.00025195
0.63414634 0.09756098 1.99408088 1.99381725 0.00026363
0.65853659 0.09756098 2.03329283 2.03301738 0.00027545
0.68292683 0.09756098 2.07252113 2.07223374 0.00028739
0.70731707 0.09756098 2.11171325 2.11141381 0.00029944
0.73170732 0.09756098 2.15081483 2.15050326 0.00031158
0.75609756 0.09756098 2.18976980 2.18944602 0.00032378
0.78048780 0.09756098 2.22852046 2.22818443 0.00033602
0.80487805 0.09756098 2.26700761 2.26665933 0.00034828
0.82926829 0.09756098 2.30517074 2.30481022 0.00036052
0.85365854 0.09756098 2.34294810 2.34257539 0.00037270
0.87804878 0.09756098 2.38027693 2.37989214 0.00038479
0.90243902 0.09756098 2.41709361 2.41669686 0.00039675
0.92682927 0.09756098 2.45333384 2.45292532 0.00040853
0.95121951 0.09756098 2.48893284 2.48851276 0.00042008
0.97560976 0.09756098 2.52382553 2.52339416 0.00043136
1.00000000 0.09756098 2.55794679 2.55750445 0.00044233
0.00000000 0.12195122 1.12969899 1.12969899 0.00000000
0.02439024 0.12195122 1.15759786 1.15758860 0.00000927
0.04878049 0.12195122 1.18616808 1.18614952 0.00001856
0.07317073 0.12195122 1.21540770 1.21537987 0.00002783
0.09756098 0.12195122 1.24531347 1.24527639 0.00003708
0.12195122 0.12195122 1.27588070 1.27583439 0.00004631
0.14634146 0.12195122 1.30710319 1.30704767 0.00005552
0.17073171 0.12195122 1.33897316 1.33890844 0.00006473
0.19512195 0.12195122 1.37148119 1.37140724 0.00007395
0.21951220 0.12195122 1.40461607 1.40453287 0.00008321
0.24390244 0.12195122 1.43836484 1.43827232 0.00009252
0.26829268 0.12195122 1.47271259 1.47261069 0.00010190
0.29268293 0.12195122 1.50764252 1.50753115 0.00011137
0.31707317 0.12195122 1.54313578 1.54301483 0.00012095
0.34146341 0.12195122 1.57917148 1.57904083 0.00013064
0.36585366 0.12195122 1.61572658 1.61558611 0.00014047
0.39024390 0.12195122 1.65277589 1.65262546 0.00015043
0.41463415 0.12195122 1.69029203 1.69013148 0.00016055
0.43902439 0.12195122 1.72824535 1.72807453 0.00017083
0.46341463 0.12195122 1.76660396 1.76642269 0.00018127
0.48780488 0.12195122 1.80533368 1.80514180 0.00019188
0.51219512 0.12195122 1.84439804 1.84419537 0.00020267
0.53658537 0.12195122 1.88375829 1.88354466 0.00021363
0.56097561 0.12195122 1.92337339 1.92314863 0.00022476
0.58536585 0.12195122 1.96320007 1.96296401 0.00023606
0.60975610 0.12195122 2.00319283 2.00294530 0.00024753
0.63414634 0.12195122 2.04330398 2.04304484 0.00025914
0.65853659 0.12195122 2.08348373 2.08321282 0.00027091
0.68292683 0.12195122 2.12368024 2.12339744 0.00028280
0.70731707 0.12195122 2.16383968 2.16354486 0.00029482
0.73170732 0.12195122 2.20390636 2.20359944 0.00030693
0.75609756 0.12195122 2.24382282 2.24350370 0.00031911
0.78048780 0.12195122 2.28352992 2.28319857 0.00033135
0.80487805 0.12195122 2.32296704 2.32262342 0.00034362
0.82926829 0.12195122 2.36207214 2.36171626 0.00035588
0.85365854 0.12195122 2.40078197 2.40041386 0.00036811
0.87804878 0.12195122 2.43903223 2.43865196 0.00038027
0.90243902 0.12195122 2.47675771 2.47636540 0.00039231
0.92682927 0.12195122 2.51389255 2.51348833 0.00040421
0.95121951 0.12195122 2.55037035 2.54995443 0.00041592
0.97560976 0.12195122 2.58612447 2.58569707 0.00042740
1.00000000 0.12195122 2.62108816 2.62064954 0.00043861
0.00000000 0.14634146 1.15759140 1.15759140 0.00000000
0.02439024 0.14634146 1.18617847 1.18616960 0.00000887
0.04878049 0.14634146 1.21545348 1.21543569 0.00001779
0.07317073 0.14634146 1.24541446 1.24538774 0.00002672
0.09756098 0.14634146 1.27605807 1.27602241 0.00003567
0.12195122 0.14634146 1.30737950 1.30733489 0.00004461
0.14634146 0.14634146 1.33937240 1.33931883 0.00005357
0.17073171 0.14634146 1.37202880 1.37196625 0.00006255
0.19512195 0.14634146 1.40533902 1.40526744 0.00007157
0.21951220 0.14634146 1.43929159 1.43921095 0.00008064
0.24390244 0.14634146 1.47387321 1.47378343 0.00008977
0.26829268 0.14634146 1.50906862 1.50896962 0.00009899
0.29268293 0.14634146 1.54486058 1.54475227 0.00010831
0.31707317 0.14634146 1.58122979 1.58111205 0.00011774
0.34146341 0.14634146 1.61815483 1.61802754 0.00012729
0.36585366 0.14634146 1.65561211 1.65547512 0.00013698
0.39024390 0.14634146 1.69357580 1.69342898 0.00014682
0.41463415 0.14634146 1.73201785 1.73186103 0.00015682
0.43902439 0.14634146 1.77090788 1.77074089 0.00016698
0.46341463 0.14634146 1.81021320 1.81003588 0.00017732
0.48780488 0.14634146 1.84989879 1.84971096 0.00018783
0.51219512 0.14634146 1.88992730 1.88972877 0.00019852
0.53658537 0.14634146 1.93025899 1.93004960 0.00020939
0.56097561 0.14634146 1.97085184 1.97063140 0.00022044
0.58536585 0.14634146 2.01166149 2.01142983 0.00023167
0.60975610 0.14634146 2.05264132 2.05239826 0.00024306
0.63414634 0.14634146 2.09374248 2.09348786 0.00025462
0.65853659 0.14634146 2.13491393 2.13464760 0.00026634
0.68292683 0.14634146 2.17610256 2.17582437 0.00027819
0.70731707 0.14634146 2.21725322 2.21696304 0.00029018
0.73170732 0.14634146 2.25830884 2.25800657 0.00030227
0.75609756 0.14634146 2.29921053 2.29889608 0.00031445
0.78048780 0.14634146 2.33989772 2.33957102 0.00032670
0.80487805 0.14634146 2.38030826 2.37996927 0.00033900
0.82926829 0.14634146 2.42037861 2.42002731 0.00035130
0.85365854 0.14634146 2.46004396 2.45968036 0.00036360
0.87804878 0.14634146 2.49923840 2.49886256 0.00037584
0.90243902 0.14634146 2.53789515 2.53750715 0.00038800
0.92682927 0.14634146 2.57594670 2.57554666 0.00040004
0.95121951 0.14634146 2.61332503 2.61291311 0.00041192
0.97560976 0.14634146 2.64996185 2.64953823 0.00042361
1.00000000 0.14634146 2.68578877 2.68535369 0.00043508
0.00000000 0.17073171 1.18617246 1.18617246 0.00000000
0.02439024 0.17073171 1.21546478 1.21545627 0.00000852
0.04878049 0.17073171 1.24546203 1.24544494 0.00001708
0.07317073 0.17073171 1.27616221 1.27613651 0.00002569
0.09756098 0.17073171 1.30756189 1.30752755 0.00003433
0.12195122 0.17073171 1.33965614 1.33961314 0.00004300
0.14634146 0.17073171 1.37243848 1.37238677 0.00005171
0.17073171 0.17073171 1.40590071 1.40584026 0.00006045
0.19512195 0.17073171 1.44003292 1.43996367 0.00006926
0.21951220 0.17073171 1.47482336 1.47474524 0.00007812
0.24390244 0.17073171 1.51025839 1.51017132 0.00008707
0.26829268 0.17073171 1.54632238 1.54622626 0.00009611
0.29268293 0.17073171 1.58299765 1.58289239 0.00010526
0.31707317 0.17073171 1.62026443 1.62014990 0.00011454
0.34146341 0.17073171 1.65810077 1.65797683 0.00012394
0.36585366 0.17073171 1.69648249 1.69634900 0.00013349
0.39024390 0.17073171 1.73538314 1.73523994 0.00014320
0.41463415 0.17073171 1.77477395 1.77462088 0.00015307
0.43902439 0.17073171 1.81462381 1.81446069 0.00016311
0.46341463 0.17073171 1.85489921 1.85472588 0.00017333
0.48780488 0.17073171 1.89556429 1.89538055 0.00018374
0.51219512 0.17073171 1.93658073 1.93638640 0.00019433
0.53658537 0.17073171 1.97790786 1.97770275 0.00020511
0.56097561 0.17073171 2.01950260 2.01928652 0.00021607
0.58536585 0.17073171 2.06131949 2.06109227 0.00022723
0.60975610 0.17073171 2.10331077 2.10307222 0.00023856
0.63414634 0.17073171 2.14542638 2.14517632 0.00025006
0.65853659 0.17073171 2.18761403 2.18735230 0.00026173
0.68292683 0.17073171 2.22981928 2.22954573 0.00027355
0.70731707 0.17073171 2.27198564 2.27170013 0.00028551
0.73170732 0.17073171 2.31405461 2.31375702 0.00029760
0.75609756 0.17073171 2.35596588 2.35565610 0.00030978
0.78048780 0.17073171 2.39765736 2.39733530 0.00032206
0.80487805 0.17073171 2.43906538 2.43873099 0.00033439
0.82926829 0.17073171 2.48012483 2.47977807 0.00034676
0.85365854 0.17073171 2.52076929 2.52041016 0.00035913
0.87804878 0.17073171 2.56093126 2.56055978 0.00037148
0.90243902 0.17073171 2.60054228 2.60015851 0.00038377
0.92682927 0.17073171 2.63953318 2.63913721 0.00039597
0.95121951 0.17073171 2.67783429 2.67742624 0.00040804
0.97560976 0.17073171 2.71537561 2.71495565 0.00041996
1.00000000 0.17073171 2.75208709 2.75165539 0.00043169
0.00000000 0.19512195 1.21545920 1.21545920 0.00000000
0.02439024 0.19512195 1.24547420 1.24546602 0.00000818
0.04878049 0.19512195 1.27621155 1.27619513 0.00001642
0.07317073 0.19512195 1.30766919 1.30764448 0.00002472
0.09756098 0.19512195 1.33984363 1.33981056 0.00003306
0.12195122 0.19512195 1.37272981 1.37268835 0.00004146
0.14634146 0.19512195 1.40632107 1.40627116 0.00004990
0.17073171 0.19512195 1.44060903 1.44055062 0.00005841
0.19512195 0.19512195 1.47558353 1.47551654 0.00006699
0.21951220 0.19512195 1.51123252 1.51115688 0.00007565
0.24390244 0.19512195 1.54754203 1.54745763 0.00008440
0.26829268 0.19512195 1.58449603 1.58440277 0.00009326
0.29268293 0.19512195 1.62207642 1.62197419 0.00010223
0.31707317 0.19512195 1.66026293 1.66015159 0.00011134
0.34146341 0.19512195 1.69903306 1.69891248 0.00012059
0.36585366 0.19512195 1.73836205 1.73823206 0.00012999
0.39024390 0.19512195 1.77822278 1.77808322 0.00013955
0.41463415 0.19512195 1.81858577 1.81843648 0.00014929
0.43902439 0.19512195 1.85941915 1.85925994 0.00015921
0.46341463 0.19512195 1.90068859 1.90051928 0.00016931
0.48780488 0.19512195 1.94235732 1.94217772 0.00017960
0.51219512 0.19512195 1.98438611 1.98419601 0.00019009
0.53658537 0.19512195 2.02673325 2.02653247 0.00020078
0.56097561 0.19512195 2.06935461 2.06914295 0.00021166
0.58536585 0.19512195 2.11220361 2.11198088 0.00022273
0.60975610 0.19512195 2.15523132 2.15499732 0.00023400
0.63414634 0.19512195 2.19838643 2.19814098 0.00024545
0.65853659 0.19512195 2.24161536 2.24135829 0.00025707
0.68292683 0.19512195 2.28486235 2.28459348 0.00026887
0.70731707 0.19512195 2.32806948 2.32778867 0.00028081
0.73170732 0.19512195 2.37117685 2.37088396 0.00029289
0.75609756 0.19512195 2.41412262 2.41381752 0.00030510
0.78048780 0.19512195 2.45684320 2.45652580 0.00031740
0.80487805 0.19512195 2.49927334 2.49894355 0.00032979
0.82926829 0.19512195 2.54134632 2.54100409 0.00034223
0.85365854 0.19512195 2.58299408 2.58263939 0.00035469
0.87804878 0.19512195 2.62414746 2.62378030 0.00036716
0.90243902 0.19512195 2.66473633 2.66435673 0.00037960
0.92682927 0.19512195 2.70468980 2.70429783 0.00039197
0.95121951 0.19512195 2.74393647 2.74353222 0.00040425
0.97560976 0.19512195 2.78240463 2.78198823 0.00041641
1.00000000 0.19512195 2.82002250 2.81959409 0.00042841
0.00000000 0.21951220 1.24546904 1.24546904 0.00000000
0.02439024 0.21951220 1.27622459 1.27621673 0.00000786
0.04878049 0.21951220 1.30772033 1.30770454 0.00001579
0.07317073 0.21951220 1.33995416 1.33993037 0.00002378
0.09756098 0.21951220 1.37292249 1.37289065 0.00003184
0.12195122 0.21951220 1.40662015 1.40658019 0.00003996
0.14634146 0.21951220 1.44104031 1.44099217 0.00004815
0.17073171 0.21951220 1.47617440 1.47611798 0.00005641
0.19512195 0.21951220 1.51201198 1.51194722 0.00006476
0.21951220 0.21951220 1.54854072 1.54846752 0.00007320
0.24390244 0.21951220 1.58574629 1.58566454 0.00008175
0.26829268 0.21951220 1.62361228 1.62352187 0.00009041
0.29268293 0.21951220 1.66212013 1.66202092 0.00009921
0.31707317 0.21951220 1.70124907 1.70114093 0.00010814
0.34146341 0.21951220 1.74097605 1.74085883 0.00011722
0.36585366 0.21951220 1.78127568 1.78114921 0.00012647
0.39024390 0.21951220 1.82212019 1.82198431 0.00013588
0.41463415 0.21951220 1.86347938 1.86333389 0.00014548
0.43902439 0.21951220 1.90532056 1.90516529 0.00015527
0.46341463 0.21951220 1.94760857 1.94744333 0.00016524
0.48780488 0.21951220 1.99030574 1.99013032 0.00017542
0.51219512 0.21951220 2.03337185 2.03318605 0.00018581
0.53658537 0.21951220 2.07676419 2.07656780 0.00019639
0.56097561 0.21951220 2.12043752 2.12023033 0.00020719
0.58536585 0.21951220 2.16434412 2.16412594 0.00021818
0.60975610 0.21951220 2.20843384 2.20820446 0.00022938
0.63414634 0.21951220 2.25265412 2.25241334 0.00024078
0.65853659 0.21951220 2.29695006 2.29669769 0.00025237
0.68292683 0.21951220 2.34126450 2.34100037 0.00026413
0.70731707 0.21951220 2.38553811 2.38526205 0.00027606
0.73170732 0.21951220 2.42970951 2.42942136 0.00028815
0.75609756 0.21951220 2.47371534 2.47341497 0.00030038
0.78048780 0.21951220 2.51749043 2.51717771 0.00031272
0.80487805 0.21951220 2.56096793 2.56064276 0.00032517
0.82926829 0.21951220 2.60407947 2.60374178 0.00033769
0.85365854 0.21951220 2.64675532 2.64640506 0.00035026
0.87804878 0.21951220 2.68892461 2.68856175 0.00036286
0.90243902 0.21951220 2.73051547 2.73014001 0.00037545
0.92682927 0.21951220 2.77145527 2.77106726 0.00038801
0.95121951 0.21951220 2.81167086 2.81127035 0.00040051
0.97560976 0.21951220 2.85108876 2.85067585 0.00041291
1.00000000 0.21951220 2.88963540 2.88921021 0.00042519
0.00000000 0.24390244 1.27621982 1.27621982 0.00000000
0.02439024 0.24390244 1.30773422 1.30772667 0.00000755
0.04878049 0.24390244 1.34000710 1.33999192 0.00001518
0.07317073 0.24390244 1.37303629 1.37301341 0.00002288
0.09756098 0.24390244 1.40681813 1.40678748 0.00003065
0.12195122 0.24390244 1.44134732 1.44130882 0.00003850
0.14634146 0.24390244 1.47661686 1.47657043 0.00004643
0.17073171 0.24390244 1.51261796 1.51256351 0.00005445
0.19512195 0.24390244 1.54933994 1.54927737 0.00006256
0.21951220 0.24390244 1.58677015 1.58669937 0.00007078
0.24390244 0.24390244 1.62489391 1.62481479 0.00007912
0.26829268 0.24390244 1.66369440 1.66360681 0.00008758
0.29268293 0.24390244 1.70315260 1.70305642 0.00009618
0.31707317 0.24390244 1.74324724 1.74314230 0.00010493
0.34146341 0.24390244 1.78395468 1.78384084 0.00011384
0.36585366 0.24390244 1.82524893 1.82512600 0.00012293
0.39024390 0.24390244 1.86710150 1.86696932 0.00013219
0.41463415 0.24390244 1.90948147 1.90933983 0.00014164
0.43902439 0.24390244 1.95235533 1.95220405 0.00015128
0.46341463 0.24390244 1.99568707 1.99552594 0.00016113
0.48780488 0.24390244 2.03943806 2.03926687 0.00017119
0.51219512 0.24390244 2.08356712 2.08338565 0.00018146
0.53658537 0.24390244 2.12803045 2.12783850 0.00019195
0.56097561 0.24390244 2.17278172 2.17257907 0.00020265
0.58536585 0.24390244 2.21777204 2.21755847 0.00021357
0.60975610 0.24390244 2.26294999 2.26272529 0.00022470
0.63414634 0.24390244 2.30826174 2.30802569 0.00023604
0.65853659 0.24390244 2.35365102 2.35340343 0.00024759
0.68292683 0.24390244 2.39905927 2.39879994 0.00025933
0.70731707 0.24390244 2.44442571 2.44415446 0.00027125
0.73170732 0.24390244 2.48968741 2.48940406 0.00028335
0.75609756 0.24390244 2.53477948 2.53448388 0.00029560
0.78048780 0.24390244 2.57963512 2.57932713 0.00030799
0.80487805 0.24390244 2.62418584 2.62386534 0.00032051
0.82926829 0.24390244 2.66836159 2.66802848 0.00033312
0.85365854 0.24390244 2.71209093 2.71174512 0.00034580
0.87804878 0.24390244 2.75530120 2.75494266 0.00035854
0.90243902 0.24390244 2.79791880 2.79754750 0.00037130
0.92682927 0.24390244 2.83986930 2.83948524 0.00038406
0.95121951 0.24390244 2.88107774 2.88068095 0.00039678
0.97560976 0.24390244 2.92146881 2.92105937 0.00040944
1.00000000 0.24390244 2.96096716 2.96054515 0.00042201
0.00000000 0.26829268 1.30772983 1.30772983 0.00000000
0.02439024 0.26829268 1.34002185 1.34001460 0.00000725
0.04878049 0.26829268 1.37309106 1.37307648 0.00001458
