# x y u_computed u_exact error
0.54838710 0.06451613 1.53997078 1.79647721 0.25650643
0.58064516 0.06451613 1.58378282 1.84610794 0.26232512
0.61290323 0.06451613 1.63221968 1.89602729 0.26380761
0.64516129 0.06451613 1.68580871 1.94613129 0.26032257
0.67741935 0.06451613 1.74462502 1.99630989 0.25168487
0.70967742 0.06451613 1.80830098 2.04644723 0.23814626
0.74193548 0.06451613 1.87614926 2.09642198 0.22027272
0.77419355 0.06451613 1.94731817 2.14610770 0.19878953
0.80645161 0.06451613 2.02092352 2.19537339 0.17444987
0.83870968 0.06451613 2.09613578 2.24408393 0.14794815
0.87096774 0.06451613 2.17222442 2.29210070 0.11987628
0.90322581 0.06451613 2.24857005 2.33928225 0.09071220
0.93548387 0.06451613 2.32465613 2.38548497 0.06082883
0.96774194 0.06451613 2.40004916 2.43056383 0.03051467
1.00000000 0.06451613 2.47437321 2.47437321 0.00000000
0.00000000 0.09677419 1.10161159 1.10161159 0.00000000
0.03225806 0.09677419 1.11334847 1.13772046 0.02437199
0.06451613 0.09677419 1.12623527 1.17497348 0.04873821
0.09677419 0.09677419 1.14027236 1.21336490 0.07309254
0.12903226 0.09677419 1.15545681 1.25288476 0.09742795
0.16129032 0.09677419 1.17178226 1.29351861 0.12173635
0.19354839 0.09677419 1.18923872 1.33524717 0.14600846
0.22580645 0.09677419 1.20781270 1.37804607 0.17023337
0.25806452 0.09677419 1.22748862 1.42188554 0.19439691
0.29032258 0.09677419 1.24825272 1.46673012 0.21847740
0.32258065 0.09677419 1.27010125 1.51253847 0.24243722
0.35483871 0.09677419 1.29305474 1.55926307 0.26620833
0.38709677 0.09677419 1.31717953 1.60685008 0.28967055
0.41935484 0.09677419 1.34261802 1.65523910 0.31262109
0.45161290 0.09677419 1.36963272 1.70436310 0.33473038
0.48387097 0.09677419 1.39867890 1.75414828 0.35546938
0.51612903 0.09677419 1.43052121 1.80451402 0.37399282
0.54838710 0.09677419 1.46635387 1.85537291 0.38901904
0.58064516 0.09677419 1.50775524 1.90663073 0.39887550
0.61290323 0.09677419 1.55631433 1.95818664 0.40187231
0.64516129 0.09677419 1.61305755 2.00993325 0.39687570
0.67741935 0.09677419 1.67814079 2.06175691 0.38361612
0.70967742 0.09677419 1.75092087 2.11353795 0.36261708
0.74193548 0.09677419 1.83023586 2.16515107 0.33491520
0.77419355 0.09677419 1.91470604 2.21646569 0.30175965
0.80645161 0.09677419 2.00295836 2.26734650 0.26438814
0.83870968 0.09677419 2.09375619 2.31765396 0.22389777
0.87096774 0.09677419 2.18605286 2.36724492 0.18119206
0.90322581 0.09677419 2.27899560 2.41597327 0.13697767
0.93548387 0.09677419 2.37190164 2.46369070 0.09178906
0.96774194 0.09677419 2.46422085 2.51024742 0.04602657
1.00000000 0.09677419 2.55549305 2.55549305 0.00000000
0.00000000 0.12903226 1.13772682 1.13772682 0.00000000
0.03225806 0.12903226 1.14251466 1.17501948 0.03250482
0.06451613 0.12903226 1.14849103 1.21349380 0.06500277
0.09677419 0.12903226 1.15565756 1.25314385 0.09748628
0.12903226 0.12903226 1.16401296 1.29395933 0.12994637
0.16129032 0.12903226 1.17355269 1.33592532 0.16237263
0.19354839 0.12903226 1.18426807 1.37902191 0.19475385
0.22580645 0.12903226 1.19614520 1.42322393 0.22707873
0.25806452 0.12903226 1.20916494 1.46850063 0.25933569
0.29032258 0.12903226 1.22330554 1.51481539 0.29150986
0.32258065 0.12903226 1.23855106 1.56212552 0.32357446
0.35483871 0.12903226 1.25490820 1.61038195 0.35547375
0.38709677 0.12903226 1.27243246 1.65952905 0.38709659
0.41935484 0.12903226 1.29126141 1.70950446 0.41824305
0.45161290 0.12903226 1.31165674 1.76023894 0.44858220
0.48387097 0.12903226 1.33409010 1.81165627 0.47756617
0.51612903 0.12903226 1.35946508 1.86367320 0.50420813
0.54838710 0.12903226 1.38949843 1.91619944 0.52670101
0.58064516 0.12903226 1.42685256 1.96913771 0.54228515
0.61290323 0.12903226 1.47445374 2.02238382 0.54793008
0.64516129 0.12903226 1.53413541 2.07582689 0.54169148
0.67741935 0.12903226 1.60606301 2.12934954 0.52328653
0.70967742 0.12903226 1.68903766 2.18282817 0.49379051
0.74193548 0.12903226 1.78112221 2.23613337 0.45501116
0.77419355 0.12903226 1.88018472 2.28913029 0.40894557
0.80645161 0.12903226 1.98423401 2.34167918 0.35744517
0.83870968 0.12903226 2.09157321 2.39363592 0.30206271
0.87096774 0.12903226 2.20083613 2.44485267 0.24401654
0.90322581 0.12903226 2.31096106 2.49517853 0.18421747
0.93548387 0.12903226 2.42113699 2.54446032 0.12332334
0.96774194 0.12903226 2.53074056 2.59254336 0.06180280
1.00000000 0.12903226 2.63927232 2.63927232 0.00000000
0.00000000 0.16129032 1.17502606 1.17502606 0.00000000
0.03225806 0.16129032 1.17289702 1.21354132 0.04064430
0.06451613 0.16129032 1.17199547 1.25327698 0.08128151
0.09677419 0.16129032 1.17232373 1.29422691 0.12190318
0.12903226 0.16129032 1.17388217 1.33638048 0.16249831
0.16129032 0.16129032 1.17666866 1.37972229 0.20305362
0.19354839 0.16129032 1.18067652 1.42423176 0.24355524
0.22580645 0.16129032 1.18589126 1.46988290 0.28399164
0.25806452 0.16129032 1.19228707 1.51664394 0.32435687
0.29032258 0.16129032 1.19982560 1.56447710 0.36465149
0.32258065 0.16129032 1.20846163 1.61333824 0.40487661
0.35483871 0.16129032 1.21816151 1.66317670 0.44501520
0.38709677 0.16129032 1.22893646 1.71393504 0.48499858
0.41935484 0.16129032 1.24087695 1.76554884 0.52467189
0.45161290 0.16129032 1.25415783 1.81794660 0.56378877
0.48387097 0.16129032 1.26904505 1.87104960 0.60200455
0.51612903 0.16129032 1.28619977 1.92477186 0.63857209
0.54838710 0.16129032 1.30772878 1.97902012 0.67129133
0.58064516 0.16129032 1.33806028 2.03369391 0.69563363
0.61290323 0.16129032 1.38281463 2.08868564 0.70587101
0.64516129 0.16129032 1.44520749 2.14388079 0.69867330
0.67741935 0.16129032 1.52511042 2.19915812 0.67404771
0.70967742 0.16129032 1.62014297 2.25439000 0.63424703
0.74193548 0.16129032 1.72704962 2.30944276 0.58239314
0.77419355 0.16129032 1.84261100 2.36417713 0.52156613
0.80645161 0.16129032 1.96406462 2.41844878 0.45438417
0.83870968 0.16129032 2.08921756 2.47210887 0.38289131
0.87096774 0.16129032 2.21641077 2.52500471 0.30859394
0.90322581 0.16129032 2.34442803 2.57698045 0.23255242
0.93548387 0.16129032 2.47239370 2.62787790 0.15548419
0.96774194 0.16129032 2.59967574 2.67753729 0.07786155
1.00000000 0.16129032 2.72579821 2.72579821 0.00000000
0.00000000 0.19354839 1.21354811 1.21354811 0.00000000
0.03225806 0.19354839 1.20453543 1.25332605 0.04879062
0.06451613 0.19354839 1.19678887 1.29436441 0.09757554
0.09677419 0.19354839 1.19031051 1.33665684 0.14634633
0.12903226 0.19354839 1.18510261 1.38019238 0.19508977
0.16129032 0.19354839 1.18116711 1.42495510 0.24378799
0.19354839 0.19354839 1.17850228 1.47092377 0.29242149
0.22580645 0.19354839 1.17709619 1.51807153 0.34097534
0.25806452 0.19354839 1.17691730 1.56636559 0.38944829
0.29032258 0.19354839 1.17790468 1.61576691 0.43786223
0.32258065 0.19354839 1.17996504 1.66622991 0.48626487
0.35483871 0.19354839 1.18299086 1.71770228 0.53471142
0.38709677 0.19354839 1.18691447 1.77012468 0.58321021
0.41935484 0.19354839 1.19177386 1.82343059 0.63165673
0.45161290 0.19354839 1.19765016 1.87754616 0.67989600
0.48387097 0.19354839 1.20429936 1.93239009 0.72809073
0.51612903 0.19354839 1.21108965 1.98787357 0.77678392
0.54838710 0.19354839 1.21964211 2.04390031 0.82425819
0.58064516 0.19354839 1.23727990 2.10036652 0.86308662
0.61290323 0.19354839 1.27591444 2.15716110 0.88124666
0.64516129 0.19354839 1.34108312 2.21416577 0.87308265
0.67741935 0.19354839 1.43127165 2.27125531 0.83998367
0.70967742 0.19354839 1.54154142 2.32829791 0.78675649
0.74193548 0.19354839 1.66640749 2.38515552 0.71874802
0.77419355 0.19354839 1.80114280 2.44168430 0.64054150
0.80645161 0.19354839 1.94210125 2.49773520 0.55563394
0.83870968 0.19354839 2.08663009 2.55315448 0.46652439
0.87096774 0.19354839 2.23286892 2.60778445 0.37491553
0.90322581 0.19354839 2.37954999 2.66146417 0.28191417
0.93548387 0.19354839 2.52583059 2.71403024 0.18819965
0.96774194 0.19354839 2.67115819 2.76531766 0.09415948
1.00000000 0.19354839 2.81516077 2.81516077 0.00000000
0.00000000 0.22580645 1.25333306 1.25333306 0.00000000
0.03225806 0.22580645 1.23747267 1.29441509 0.05694241
0.06451613 0.22580645 1.22291541 1.33679884 0.11388343
0.09677419 0.22580645 1.20966125 1.38047779 0.17081654
0.12903226 0.22580645 1.19771448 1.42544060 0.22772612
0.16129032 0.22580645 1.18708408 1.47167082 0.28458674
0.19354839 0.22580645 1.17777950 1.51914653 0.34136703
0.22580645 0.22580645 1.16980043 1.56783998 0.39803956
0.25806452 0.22580645 1.16311899 1.61771732 0.45459833
0.29032258 0.22580645 1.15765437 1.66873820 0.51108383
0.32258065 0.22580645 1.15324680 1.72085559 0.56760879
0.35483871 0.22580645 1.14966048 1.77401543 0.62435495
0.38709677 0.22580645 1.14668279 1.82815644 0.68147365
0.41935484 0.22580645 1.14436157 1.88320993 0.73884835
0.45161290 0.22580645 1.14305230 1.93909962 0.79604732
0.48387097 0.22580645 1.14206356 1.99574155 0.85367799
0.51612903 0.22580645 1.13682978 2.05304401 0.91621423
0.54838710 0.22580645 1.12503706 2.11090753 0.98587047
0.58064516 0.22580645 1.11801733 2.16922493 1.05120760
0.61290323 0.22580645 1.14493549 2.22788146 1.08294597
0.64516129 0.22580645 1.21432834 2.28675497 1.07242663
0.67741935 0.22580645 1.31966864 2.34571614 1.02604750
0.70967742 0.22580645 1.45058184 2.40462882 0.95404698
0.74193548 0.22580645 1.59804971 2.46335045 0.86530074
0.77419355 0.22580645 1.75551474 2.52173247 0.76621773
0.80645161 0.22580645 1.91853533 2.57962094 0.66108561
0.83870968 0.22580645 2.08420035 2.63685708 0.55265674
0.87096774 0.22580645 2.25064839 2.69327805 0.44262965
0.90322581 0.22580645 2.41672840 2.74871760 0.33198920
0.93548387 0.22580645 2.58176605 2.80300699 0.22124094
0.96774194 0.22580645 2.74539885 2.85597583 0.11057698
1.00000000 0.22580645 2.90745299 2.90745299 0.00000000
0.00000000 0.25806452 1.29442233 1.29442233 0.00000000
0.03225806 0.25806452 1.27175583 1.33685118 0.06509535
0.06451613 0.25806452 1.25042550 1.38062445 0.13019895
0.09677419 0.25806452 1.23042540 1.42573537 0.19530997
0.12903226 0.25806452 1.21176114 1.47217224 0.26041110
0.16129032 0.25806452 1.19445259 1.51991807 0.32546548
0.19354839 0.25806452 1.17853028 1.56895022 0.39041994
0.22580645 0.25806452 1.16402290 1.61924004 0.45521714
0.25806452 0.25806452 1.15093134 1.67075255 0.51982121
0.29032258 0.25806452 1.13918056 1.72344611 0.58426555
0.32258065 0.25806452 1.12854104 1.77727211 0.64873107
0.35483871 0.25806452 1.11854926 1.83217474 0.71362548
0.38709677 0.25806452 1.10861010 1.88809071 0.77948062
0.41935484 0.25806452 1.09873382 1.94494908 0.84621525
0.45161290 0.25806452 1.09090460 2.00267106 0.91176646
0.48387097 0.25806452 1.08681071 2.06116994 0.97435922
0.51612903 0.25806452 1.07182690 2.12035100 1.04852410
0.54838710 0.25806452 1.02831011 2.18011151 1.15180140
0.58064516 0.25806452 0.96741388 2.24034079 1.27292691
0.61290323 0.25806452 0.97401771 2.30092032 1.32690261
0.64516129 0.25806452 1.05409390 2.36172394 1.30763004
0.67741935 0.25806452 1.18488570 2.42261809 1.23773239
0.70967742 0.25806452 1.34537924 2.48346216 1.13808293
0.74193548 0.25806452 1.52191894 2.54410892 1.02218997
0.77419355 0.25806452 1.70646202 2.60440494 0.89794291
0.80645161 0.25806452 1.89435731 2.66419122 0.76983390
0.83870968 0.25806452 2.08291654 2.72330380 0.64038726
0.87096774 0.25806452 2.27061729 2.78157446 0.51095717
0.90322581 0.25806452 2.45665939 2.83883155 0.38217216
0.93548387 0.25806452 2.64070264 2.89490076 0.25419812
0.96774194 0.25806452 2.82269835 2.94960613 0.12690777
1.00000000 0.25806452 3.00277092 3.00277092 0.00000000
0.00000000 0.29032258 1.33685866 1.33685866 0.00000000
0.03225806 0.29032258 1.30743872 1.38067851 0.07323978
0.06451613 0.29032258 1.27938009 1.42588684 0.14650675
0.09677419 0.29032258 1.25266369 1.47247667 0.21981298
0.12903226 0.29032258 1.22729343 1.52043593 0.29314250
0.16129032 0.29032258 1.20330328 1.56974706 0.36644377
0.19354839 0.29032258 1.18075695 1.62038668 0.43962973
0.22580645 0.29032258 1.15973776 1.67232520 0.51258745
0.25806452 0.29032258 1.14032310 1.72552650 0.58520339
0.29032258 0.29032258 1.12252192 1.77994756 0.65742564
0.32258065 0.29032258 1.10611419 1.83553819 0.72942401
0.35483871 0.29032258 1.09030594 1.89224075 0.80193480
0.38709677 0.29032258 1.07338227 1.94998987 0.87660760
0.41935484 0.29032258 1.05394718 2.00871228 0.95476509
0.45161290 0.29032258 1.03788306 2.06832662 1.03044355
0.48387097 0.29032258 1.04527546 2.12874332 1.08346787
0.51612903 0.29032258 1.03814351 2.18986458 1.15172106
0.54838710 0.29032258 0.95170062 2.25158428 1.29988366
0.58064516 0.29032258 0.75199251 2.31378811 1.56179560
0.61290323 0.29032258 0.73224659 2.37635368 1.64410709
0.64516129 0.29032258 0.84569254 2.43915068 1.59345815
0.67741935 0.29032258 1.02287243 2.50204119 1.47916876
0.70967742 0.29032258 1.22651791 2.56487998 1.33836207
0.74193548 0.29032258 1.44008189 2.62751497 1.18743308
0.77419355 0.29032258 1.65625787 2.68978774 1.03352986
0.80645161 0.29032258 1.87161432 2.75153405 0.87991973
0.83870968 0.29032258 2.08448341 2.81258458 0.72810116
0.87096774 0.29032258 2.29412594 2.87276559 0.57863965
0.90322581 0.29032258 2.50035553 2.93189979 0.43154426
0.93548387 0.29032258 2.70333537 2.98980718 0.28647181
0.96774194 0.29032258 2.90344972 3.04630600 0.14285628
1.00000000 0.29032258 3.10121374 3.10121374 0.00000000
0.00000000 0.32258065 1.38068623 1.38068623 0.00000000
0.03225806 0.32258065 1.34458590 1.42594267 0.08135676
0.06451613 0.32258065 1.30985811 1.47263311 0.16277500
0.09677419 0.32258065 1.27645795 1.52075034 0.24429239
0.12903226 0.32258065 1.24438011 1.57028189 0.32590178
0.16129032 0.32258065 1.21367262 1.62120964 0.40753702
0.19354839 0.32258065 1.18444208 1.67350943 0.48906735
0.22580645 0.32258065 1.15685160 1.72715070 0.57029910
0.25806452 0.32258065 1.13111732 1.78209615 0.65097884
0.29032258 0.32258065 1.10749220 1.83830135 0.73080915
0.32258065 0.32258065 1.08611044 1.89571447 0.80960403
0.35483871 0.32258065 1.06619432 1.95427596 0.88808164
0.38709677 0.32258065 1.04366894 2.01391833 0.97024939
0.41935484 0.32258065 1.00877243 2.07456589 1.06579347
0.45161290 0.32258065 0.96436034 2.13613463 1.17177429
0.48387097 0.32258065 1.02118491 2.19853204 1.17734713
0.51612903 0.32258065 1.08664894 2.26165709 1.17500815
0.54838710 0.32258065 0.99118411 2.32540020 1.33421610
0.58064516 0.32258065 0.35937905 2.38964333 2.03026428
0.61290323 0.32258065 0.35998845 2.45426005 2.09427161
0.64516129 0.32258065 0.57618949 2.51911579 1.94292630
0.67741935 0.32258065 0.83694600 2.58406810 1.74712209
0.70967742 0.32258065 1.10020379 2.64896699 1.54876320
0.74193548 0.32258065 1.35800523 2.71365541 1.35565018
0.77419355 0.32258065 1.60914618 2.77796973 1.16882355
0.80645161 0.32258065 1.85352647 2.84174033 0.98821386
0.83870968 0.32258065 2.09133437 2.90479234 0.81345797
0.87096774 0.32258065 2.32299027 2.96694632 0.64395605
0.90322581 0.32258065 2.54912565 3.02801918 0.47889352
0.93548387 0.32258065 2.77053623 3.08782500 0.31728877
0.96774194 0.32258065 2.98813023 3.14617608 0.15804585
1.00000000 0.32258065 3.20288392 3.20288392 0.00000000
0.00000000 0.35483871 1.42595064 1.42595064 0.00000000
0.03225806 0.35483871 1.38327878 1.47269077 0.08941199
0.06451613 0.35483871 1.34196811 1.52091190 0.17894379
0.09677419 0.35483871 1.30192717 1.57060661 0.26867945
0.12903226 0.35483871 1.26312714 1.62176201 0.35863487
0.16129032 0.35483871 1.22562459 1.67435937 0.44873478
0.19354839 0.35483871 1.18957061 1.72837375 0.53880314
0.22580645 0.35483871 1.15521127 1.78377361 0.62856233
0.25806452 0.35483871 1.12291714 1.84052038 0.71760324
0.29032258 0.35483871 1.09334061 1.89856821 0.80522760
0.32258065 0.35483871 1.06776272 1.95786356 0.89010084
0.35483871 0.35483871 1.04780711 2.01834494 0.97053782
0.38709677 0.35483871 1.02942827 2.07994262 1.05051435
0.41935484 0.35483871 0.97619388 2.14257845 1.16638457
0.45161290 0.35483871 0.79265318 2.20616566 1.41351248
0.48387097 0.35483871 0.99147101 2.27060870 1.27913769
0.51612903 0.35483871 1.29905545 2.33580324 1.03674780
0.54838710 0.35483871 1.56992830 2.40163612 0.83170782
0.58064516 0.35483871 -0.66278798 2.46798539 3.13077337
0.61290323 0.35483871 -0.22506780 2.53472050 2.75978830
0.64516129 0.35483871 0.26484950 2.60170247 2.33685297
0.67741935 0.35483871 0.65115444 2.66878417 2.01762974
0.70967742 0.35483871 0.98189255 2.73581071 1.75391816
0.74193548 0.35483871 1.28503923 2.80261988 1.51758065
0.77419355 0.35483871 1.57114260 2.86904268 1.29790008
0.80645161 0.35483871 1.84424985 2.93490394 1.09065408
0.83870968 0.35483871 2.10646227 3.00002304 0.89356076
0.87096774 0.35483871 2.35938159 3.06421468 0.70483309
0.90322581 0.35483871 2.60450461 3.12728975 0.52278514
0.93548387 0.35483871 2.84331213 3.18905625 0.34574412
0.96774194 0.35483871 3.07728164 3.24932031 0.17203867
1.00000000 0.35483871 3.30788726 3.30788726 0.00000000
0.00000000 0.38709677 1.47269900 1.47269900 0.00000000
0.03225806 0.38709677 1.42362434 1.52097145 0.09734711
0.06451613 0.38709677 1.37586505 1.57077347 0.19490842
0.09677419 0.38709677 1.32925098 1.62209737 0.29284639
0.12903226 0.38709677 1.28370675 1.67492984 0.39122309
0.16129032 0.38709677 1.23928787 1.72925156 0.48996368
0.19354839 0.38709677 1.19618907 1.78503675 0.58884768
0.22580645 0.38709677 1.15470944 1.84225283 0.68754339
0.25806452 0.38709677 1.11521626 1.90086000 0.78564373
0.29032258 0.38709677 1.07841419 1.96081087 0.88239668
0.32258065 0.38709677 1.04701674 2.02205015 0.97503341
0.35483871 0.38709677 1.03106042 2.08451435 1.05345393
0.38709677 0.38709677 1.05324635 2.14813145 1.09488510
0.41935484 0.38709677 1.07710328 2.21282074 1.13571745
0.58064516 0.38709677 -4.35243678 2.54889581 6.90133259
0.61290323 0.38709677 -0.85943604 2.61781877 3.47725481
0.64516129 0.38709677 0.05992954 2.68699667 2.62706714
0.67741935 0.38709677 0.52365223 2.75627758 2.23262535
0.70967742 0.38709677 0.89380278 2.82550152 1.93169874
0.74193548 0.38709677 1.23164706 2.89450096 1.66285390
0.77419355 0.38709677 1.54855951 2.96310136 1.41454185
0.80645161 0.38709677 1.84818031 3.03112181 1.18294150
0.83870968 0.38709677 2.13307792 3.09837578 0.96529786
0.87096774 0.38709677 2.40564143 3.16467188 0.75903045
0.90322581 0.38709677 2.66814486 3.22981480 0.56166994
0.93548387 0.38709677 2.92274213 3.29360625 0.37086412
0.96774194 0.38709677 3.17148099 3.35584601 0.18436502
1.00000000 0.38709677 3.41633302 3.41633302 0.00000000
0.00000000 0.41935484 1.52097996 1.52097996 0.00000000
0.03225806 0.41935484 1.46576723 1.57083497 0.10506775
0.06451613 0.41935484 1.41177364 1.62226970 0.21049607
0.09677419 0.41935484 1.35870196 1.67527621 0.31657425
0.12903226 0.41935484 1.30639369 1.72984074 0.42344704
0.16129032 0.41935484 1.25489456 1.78594333 0.53104877
0.19354839 0.41935484 1.20447732 1.84355739 0.63908007
0.22580645 0.41935484 1.15552989 1.90264924 0.74711935
0.25806452 0.41935484 1.10814665 1.96317778 0.85503114
0.29032258 0.41935484 1.06141262 2.02509408 0.96368147
0.32258065 0.41935484 1.01415937 2.08834104 1.07418167
0.35483871 0.41935484 0.97949421 2.15285306 1.17335884
0.38709677 0.41935484 1.07870168 2.21855578 1.13985410
0.61290323 0.41935484 1.08281057 2.70364133 1.62083076
0.64516129 0.41935484 0.31355218 2.77508716 2.46153498
0.67741935 0.41935484 0.49253397 2.84663938 2.35410541
0.70967742 0.41935484 0.84073551 2.91813275 2.07739724
0.74193548 0.41935484 1.20180019 2.98939427 1.78759408
0.77419355 0.41935484 1.54577196 3.06024366 1.51447171
0.80645161 0.41935484 1.86922200 3.13049410 1.26127210
0.83870968 0.41935484 2.17429426 3.19995292 1.02565865
0.87096774 0.41935484 2.46410150 3.26842247 0.80432097
0.90322581 0.41935484 2.74170087 3.33570104 0.59400017
0.93548387 0.41935484 3.00990620 3.40158383 0.39167762
0.96774194 0.41935484 3.27130643 3.46586405 0.19455762
1.00000000 0.41935484 3.52833407 3.52833407 0.00000000
0.00000000 0.45161290 1.57084376 1.57084376 0.00000000
0.03225806 0.45161290 1.50990572 1.62233322 0.11242750
0.06451613 0.45161290 1.45002067 1.67545419 0.22543352
0.09677419 0.45161290 1.39069134 1.73019845 0.33950712
0.12903226 0.45161290 1.33161016 1.78655183 0.45494166
0.16129032 0.45161290 1.27278983 1.84449369 0.57170387
0.19354839 0.45161290 1.21469256 1.90399657 0.68930401
0.22580645 0.45161290 1.15820337 1.96502569 0.80682232
0.25806452 0.45161290 1.10385910 2.02753859 0.92367949
0.29032258 0.45161290 1.04836891 2.09148476 1.04311585
0.32258065 0.45161290 0.97215279 2.15680520 1.18465241
0.35483871 0.45161290 0.79748706 2.22343218 1.42594512
0.64516129 0.45161290 -0.37807058 2.86606561 3.24413619
0.67741935 0.45161290 0.29509993 2.93996359 2.64486366
0.70967742 0.45161290 0.77761043 3.01380080 2.23619038
0.74193548 0.45161290 1.19174536 3.08739856 1.89565320
0.77419355 0.45161290 1.56609209 3.16057068 1.59447859
0.80645161 0.45161290 1.91110781 3.23312420 1.32201640
0.83870968 0.45161290 2.23311652 3.30486016 1.07174364
0.87096774 0.45161290 2.53697978 3.37557442 0.83859464
0.90322581 0.45161290 2.82672636 3.44505864 0.61833228
0.93548387 0.45161290 3.10581251 3.51310134 0.40728882
0.96774194 0.45161290 3.37730075 3.57948893 0.20218817
1.00000000 0.45161290 3.64400696 3.64400696 0.00000000
0.00000000 0.48387097 1.62234230 1.62234230 0.00000000
0.03225806 0.48387097 1.55631135 1.67551979 0.11920844
0.06451613 0.48387097 1.49107924 1.73038227 0.23930303
