# x y u_computed u_exact error
0.80952381 0.80952381 3.85735454 4.63428798 0.77693344
0.85714286 0.80952381 4.20563746 4.78506292 0.57942546
0.90476190 0.80952381 4.54791604 4.93228256 0.38436651
0.95238095 0.80952381 4.88344214 5.07497687 0.19153473
1.00000000 0.80952381 5.21216228 5.21216228 0.00000000
0.00000000 0.85714286 2.35641844 2.35641844 0.00000000
0.04761905 0.85714286 2.36556007 2.47129897 0.10573889
0.09523810 0.85714286 2.37812474 2.59150048 0.21337574
0.14285714 0.85714286 2.39214664 2.71696266 0.32481602
0.19047619 0.85714286 2.40562545 2.84757955 0.44195410
0.23809524 0.85714286 2.41662508 2.98319504 0.56656995
0.28571429 0.85714286 2.42356105 3.12359852 0.70003747
0.33333333 0.85714286 2.42562938 3.26852089 0.84289150
0.38095238 0.85714286 2.42308500 3.41763093 0.99454594
0.42857143 0.85714286 2.42092622 3.57053239 1.14960616
0.47619048 0.85714286 2.45926825 3.72676163 1.26749339
0.52380952 0.85714286 2.58291819 3.88578631 1.30286812
0.57142857 0.85714286 2.79950404 4.04700488 1.24750083
0.61904762 0.85714286 3.07322475 4.20974734 1.13652259
0.66666667 0.85714286 3.36375697 4.37327720 1.00952024
0.71428571 0.85714286 3.66472399 4.53679472 0.87207074
0.76190476 0.85714286 3.97116004 4.69944159 0.72828155
0.80952381 0.85714286 4.27844837 4.86030706 0.58185868
0.85714286 0.85714286 4.58329718 5.01843545 0.43513827
0.90476190 0.85714286 4.88362404 5.17283514 0.28921110
0.95238095 0.85714286 5.17820432 5.32248881 0.14428449
1.00000000 0.85714286 5.46636489 5.46636489 0.00000000
0.00000000 0.90476190 2.47134344 2.47134344 0.00000000
0.04761905 0.90476190 2.52029972 2.59182681 0.07152708
0.09523810 0.90476190 2.57359379 2.71789068 0.14429688
0.14285714 0.90476190 2.62994056 2.84947177 0.21953122
0.19047619 0.90476190 2.68808292 2.98645898 0.29837607
0.23809524 0.90476190 2.74691884 3.12868858 0.38176975
0.28571429 0.90476190 2.80578095 3.27593969 0.47015874
0.33333333 0.90476190 2.86496869 3.42793007 0.56296138
0.38095238 0.90476190 2.92683729 3.58431237 0.65747508
0.42857143 0.90476190 2.99871802 3.74467099 0.74595297
0.47619048 0.90476190 3.09874067 3.90851970 0.80977903
0.52380952 0.90476190 3.24503018 4.07530018 0.83027000
0.57142857 0.90476190 3.44080371 4.24438154 0.80357783
0.61904762 0.90476190 3.67225781 4.41506113 0.74280332
0.66666667 0.90476190 3.92195716 4.58656651 0.66460935
0.71428571 0.90476190 4.18140741 4.75805895 0.57665155
0.76190476 0.90476190 4.44543875 4.92863828 0.48319953
0.80952381 0.90476190 4.71026878 5.09734933 0.38708054
0.85714286 0.90476190 4.97313197 5.26318981 0.29005784
0.90476190 0.90476190 5.23206357 5.42511973 0.19305616
0.95238095 0.90476190 5.48567791 5.58207216 0.09639425
1.00000000 0.90476190 5.73296523 5.73296523 0.00000000
0.00000000 0.95238095 2.59187345 2.59187345 0.00000000
0.04761905 0.95238095 2.68216283 2.71823291 0.03607009
0.09523810 0.95238095 2.77769438 2.85044505 0.07275067
0.14285714 0.95238095 2.87781077 2.98844350 0.11063273
0.19047619 0.95238095 2.98186599 3.13211172 0.15024573
0.23809524 0.95238095 3.08930756 3.28127800 0.19197044
0.28571429 0.95238095 3.19984836 3.43571070 0.23586234
0.33333333 0.95238095 3.31379785 3.59511381 0.28131596
0.38095238 0.95238095 3.43268734 3.75912304 0.32643570
0.42857143 0.95238095 3.56035534 3.92730252 0.36694717
0.47619048 0.95238095 3.70374691 4.09914230 0.39539539
0.52380952 0.95238095 3.86920608 4.27405683 0.40485075
0.57142857 0.95238095 4.05765131 4.45138447 0.39373316
0.61904762 0.95238095 4.26388842 4.63038828 0.36649986
0.66666667 0.95238095 4.48079903 4.81025817 0.32945914
0.71428571 0.95238095 4.70339047 4.99011447 0.28672401
0.76190476 0.95238095 4.92823048 5.16901313 0.24078265
0.80952381 0.95238095 5.15274724 5.34595239 0.19320515
0.85714286 0.95238095 5.37492471 5.51988109 0.14495637
0.90476190 0.95238095 5.59314600 5.68970850 0.09656250
0.95238095 0.95238095 5.80607706 5.85431567 0.04823860
1.00000000 0.95238095 6.01256795 6.01256795 0.00000000
0.00000000 1.00000000 2.71828183 2.71828183 0.00000000
0.04761905 1.00000000 2.85080398 2.85080398 0.00000000
0.09523810 1.00000000 2.98946424 2.98946424 0.00000000
0.14285714 1.00000000 3.13419302 3.13419302 0.00000000
0.19047619 1.00000000 3.28486809 3.28486809 0.00000000
0.23809524 1.00000000 3.44130937 3.44130937 0.00000000
0.28571429 1.00000000 3.60327391 3.60327391 0.00000000
0.33333333 1.00000000 3.77045128 3.77045128 0.00000000
0.38095238 1.00000000 3.94245941 3.94245941 0.00000000
0.42857143 1.00000000 4.11884117 4.11884117 0.00000000
0.47619048 1.00000000 4.29906176 4.29906176 0.00000000
0.52380952 1.00000000 4.48250706 4.48250706 0.00000000
0.57142857 1.00000000 4.66848316 4.66848316 0.00000000
0.61904762 1.00000000 4.85621717 4.85621717 0.00000000
0.66666667 1.00000000 5.04485949 5.04485949 0.00000000
0.71428571 1.00000000 5.23348758 5.23348758 0.00000000
0.76190476 1.00000000 5.42111132 5.42111132 0.00000000
0.80952381 1.00000000 5.60668009 5.60668009 0.00000000
0.85714286 1.00000000 5.78909147 5.78909147 0.00000000
0.90476190 1.00000000 5.96720155 5.96720155 0.00000000
0.95238095 1.00000000 6.13983677 6.13983677 0.00000000
1.00000000 1.00000000 6.30580719 6.30580719 0.00000000
